ticker,company_name,sources,investor_count,aggregate_activity,fundamentals_pe_ratio,fundamentals_forward_pe,fundamentals_pb_ratio,fundamentals_peg_ratio,fundamentals_week_52_high,fundamentals_week_52_low,fundamentals_pct_above_52w_low,fundamentals_pct_below_52w_high,fundamentals_current_price,fundamentals_previous_close,fundamentals_total_cash,fundamentals_total_debt,fundamentals_long_term_debt,fundamentals_net_debt,fundamentals_market_cap,fundamentals_insider_pct,fundamentals_institutional_pct,fundamentals_sector,fundamentals_industry,fundamentals_country,fundamentals_currency,fundamentals_exchange,fundamentals_is_international,investors
IBN,ICICI Bank Limited,Dataroma,2,Reduce,18.175758,16.539272,5.74762,N/A,34.57,27.42,9.37,13.25,29.99,29.8,1675683561472,2152396750848,N/A,476713189376,108193849344,0.22,18.71,Financial Services,Banks - Regional,India,USD,NYQ,False,"Sarah Ketterer, Polen Capital Management"
IBP,"Installed Building Products, Inc.",Dataroma,2,Add,28.820045,24.405981,10.626167,N/A,293.53,150.83,77.32,8.88,267.45,259.39,333300000,985299968,N/A,651999968,7214559232,16.34,1.04,Consumer Cyclical,Residential Construction,United States,USD,NYQ,False,"Francois Rochon, First Eagle Investment Management"
ICE,"Intercontinental Exchange, Inc.",Dataroma,6,Add,29.142078,21.265625,3.1836908,N/A,189.35,142.29,12.44,15.51,159.99,161.96,850000000,19509000192,N/A,18659000192,91581972480,0.92,95.06,Financial Services,Financial Data & Stock Exchanges,United States,USD,NYQ,False,"Ruane Cunniff, Bill Nygren, AKO Capital, John Armitage, Thomas Gayner, William Von Mueffling"
ICFI,"ICF International, Inc.",Dataroma,1,Hold,16.096226,12.015492,1.5357336,N/A,135.34,72.03,18.44,36.97,85.31,85.3,4093000,627203968,N/A,623110968,1572769280,1.53,99.51,Industrials,Consulting Services,United States,USD,NMS,False,Third Avenue Management
ICLR,ICON Public Limited Company,Dataroma,6,Add,25.461538,14.088314,1.5433381,N/A,228.29,125.1,50.82,17.36,188.67,182.22,468888000,3571518976,N/A,3102630976,14673267712,0.66,1.06,Healthcare,Diagnostics & Research,Ireland,USD,NMS,False,"Ruane Cunniff, Bill Nygren, Glenn Greenberg, Polen Capital Management, Greenhaven Associates, Steven Romick"
IDA,"IDACORP, Inc.",Dataroma,2,Reduce,21.948277,19.95179,1.9763705,N/A,138.03,104.74,21.54,7.77,127.3,126.56,333208992,3671301120,N/A,3338092128,6879956992,0.43,1.03,Utilities,Utilities - Regulated Electric,United States,USD,NYQ,False,"First Eagle Investment Management, Mairs & Power Growth Fund"
IDCC,"InterDigital, Inc.",Dataroma,1,Reduce,21.88196,32.260395,7.6473765,N/A,412.6,169.58,92.39,20.93,326.26,318.38,1263138048,487745984,N/A,-775392064,8418278400,1.37,1.06,Technology,Software - Application,United States,USD,NMS,False,FPA Queens Road Small Cap Value Fund
IDT,IDT Corporation,Dataroma,1,Reduce,15.704968,12.486419,3.9538703,N/A,71.12,44.77,12.96,28.89,50.57,51.21,220003008,1710000,N/A,-218293008,1267959168,13.21,58.76,Communication Services,Telecom Services,United States,USD,NYQ,False,Kahn Brothers Group
IDXX,"IDEXX Laboratories, Inc.",Dataroma,4,Reduce,53.173805,46.16097,34.332054,N/A,769.98,356.14,88.13,12.99,669.99,676.53,208166000,1112962944,N/A,904796944,53602344960,0.68,95.36,Healthcare,Diagnostics & Research,United States,USD,NMS,False,"Terry Smith, Polen Capital Management, Jensen Investment Management, Wallace Weitz"
IE,Ivanhoe Electric Inc.,Dataroma,1,Add,N/A,-31.458038,7.770912,N/A,17.9,4.5,263.33,8.66,16.35,15.98,69479000,74035000,N/A,4556000,2366086656,23.25,63.9,Basic Materials,Copper,United States,USD,ASE,False,Polen Capital Management
IEMG,iShares Core MSCI Emerging Markets ETF,Dataroma,1,Reduce,16.266024,N/A,1.0684918,N/A,69.47,47.29,45.91,0.68,69.0,67.22,N/A,N/A,N/A,N/A,79405203456,N/A,N/A,N/A,N/A,N/A,USD,PCX,False,David Katz
IEP,Icahn Enterprises L.P.,Dataroma,1,Add,N/A,9.234568,1.6414307,N/A,10.74,7.08,5.65,30.35,7.48,7.55,1787000064,7175000064,N/A,5388000000,4489559552,91.61,1.07,Energy,Oil & Gas Refining & Marketing,United States,USD,NMS,False,Carl Icahn
IESC,"IES Holdings, Inc.",Dataroma,1,Reduce,27.10926,N/A,9.139526,N/A,482.35,146.51,177.74,15.64,406.91,389.02,231758000,95689000,N/A,-136069000,8079028736,1.57,97.28,Industrials,Engineering & Construction,United States,USD,NGM,False,Polen Capital Management
IEUR,iShares Core MSCI Europe ETF,Dataroma,1,Hold,18.394295,N/A,N/A,N/A,71.735,53.17,34.81,0.08,71.68,70.98,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,USD,PCX,False,Leon Cooperman
IEX,IDEX Corporation,Dataroma,1,Hold,28.332277,21.506693,3.3478544,N/A,226.05,153.36,16.76,20.79,179.06,177.94,593800000,1929699968,N/A,1335899968,13480941568,0.22,1.06,Industrials,Specialty Industrial Machinery,United States,USD,NYQ,False,Wallace Weitz
IFF,International Flavors & Fragrances Inc.,Dataroma,6,Add,N/A,15.216175,1.2243539,N/A,88.09,59.14,15.03,22.77,68.03,67.39,621000000,6689999872,N/A,6068999872,17435209728,1.97,97.5,Basic Materials,Specialty Chemicals,United States,USD,NYQ,False,"Carl Icahn, First Eagle Investment Management, Robert Olstein, Dodge & Cox, Steven Romick, Hillman Value Fund"
IHRT,"iHeartMedia, Inc.",Dataroma,1,Buy,N/A,-10.6410265,-0.35918298,N/A,5.44,0.95,336.84,23.71,4.15,4.16,192239008,5870307840,N/A,5678068832,623157888,7.83,86.9,Communication Services,Broadcasting,United States,USD,NMS,False,Polen Capital Management
IIIN,Insteel Industries Inc.,Dataroma,1,Reduce,15.433334,10.128125,1.694109,N/A,41.64,22.49,44.11,22.17,32.41,31.67,38630000,3903000,N/A,-34727000,629287552,4.94,83.41,Industrials,Metal Fabrication,United States,USD,NYQ,False,First Eagle Investment Management
IJH,iShares Core S&P Mid-Cap ETF,Dataroma,1,Add,20.275433,N/A,0.2571869,N/A,68.22,50.15,33.42,1.92,66.91,66.0,N/A,N/A,N/A,N/A,17222635520,N/A,N/A,N/A,N/A,N/A,USD,PCX,False,David Katz
IJR,iShares Core S&P Small-Cap ETF,Dataroma,1,Add,17.7034,N/A,1.1112943,N/A,125.84,89.22,36.03,3.55,121.37,120.18,N/A,N/A,N/A,N/A,68665081856,N/A,N/A,N/A,N/A,N/A,USD,PCX,False,David Katz
ILMN,"Illumina, Inc.",Dataroma,2,Buy,30.12332,26.819473,8.633209,N/A,153.06,68.7,95.56,12.22,134.35,131.16,1278000000,2576000000,N/A,1298000000,20649596928,0.19,1.05,Healthcare,Diagnostics & Research,United States,USD,NMS,False,"Triple Frond Partners, Samantha McLemore"
IMKTA,"Ingles Markets, Incorporated",Dataroma,1,Add,15.83409,14.823404,0.8189341,N/A,78.59,58.92,18.25,11.35,69.67,68.55,366245952,543669248,N/A,177423296,1323338112,0.6,95.55,Consumer Defensive,Grocery Stores,United States,USD,NMS,False,FPA Queens Road Small Cap Value Fund
IMO,Imperial Oil Limited,Dataroma,2,Reduce,15.575174,17.071507,2.564078,N/A,101.01,58.76,51.62,11.8,89.09,86.31,1860999936,4224000000,N/A,2363000064,45315837952,72.8,30.51,Energy,Oil & Gas Integrated,Canada,USD,ASE,False,"Francis Chou, First Eagle Investment Management"
INBX,"Inhibrx Biosciences, Inc.",Dataroma,1,Hold,N/A,-15.764706,29.543308,N/A,94.565,10.805,594.49,20.65,75.04,79.0,153088000,106905000,N/A,-46183000,1091362176,27.07,63.67,Healthcare,Biotechnology,United States,USD,NMS,False,Viking Global Investors
INCH.L,Inchcape plc,Dataroma,1,Hold,10.992858,8.71846,289.2857,N/A,819.0,575.0,33.83,6.04,769.5,769.0,569000000,3088999936,N/A,2519999936,2774238464,11.28,65.43,Consumer Cyclical,Auto & Truck Dealerships,United Kingdom,GBp,LSE,True,Tweedy Browne Co.
INCY,Incyte Corporation,Dataroma,2,Reduce,17.18983,13.248026,4.276618,N/A,109.28,53.56,89.36,7.19,101.42,98.77,2929819904,41267000,N/A,-2888552904,19911049216,1.91,1.06,Healthcare,Biotechnology,United States,USD,NMS,False,"Harry Burn, Dodge & Cox"
INDA,iShares MSCI India ETF,Dataroma,1,Add,24.454592,N/A,N/A,N/A,56.01,47.6,14.62,2.59,54.56,54.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,USD,BTS,False,Sarah Ketterer
INDV,Indivior PLC,Dataroma,1,Add,36.459183,12.357207,-21.576086,N/A,38.0,7.62,368.9,5.97,35.73,35.88,445000000,356000000,N/A,-89000000,4467122688,3.42,77.98,Healthcare,Drug Manufacturers - Specialty & Generic,United States,USD,NMS,False,Howard Marks
INFU,"InfuSystem Holdings, Inc.",Dataroma,1,Reduce,32.269234,28.931036,3.0743864,N/A,11.04,4.61,82.0,24.0,8.39,8.97,955000,26068000,N/A,25113000,171373840,6.89,75.73,Healthcare,Medical Devices,United States,USD,ASE,False,First Eagle Investment Management
INFY,Infosys Limited,Dataroma,1,Hold,22.974682,21.44376,6.465978,N/A,30.0,15.82,14.73,39.5,18.15,17.82,5005000192,986000000,N/A,-4019000192,73427214336,0.0,15.33,Technology,Information Technology Services,India,USD,NYQ,False,Sarah Ketterer
ING,ING Groep N.V.,Dataroma,1,Add,12.238298,11.005495,1.4533317,N/A,28.8,15.53,85.19,0.14,28.76,28.0,145156997120,240384999424,N/A,95228002304,83897761792,0.0,6.04,Financial Services,Banks - Diversified,Netherlands,USD,NYQ,False,Sarah Ketterer
INGR,Ingredion Incorporated,Dataroma,1,Reduce,10.946162,9.633431,1.6502082,N/A,141.78,102.31,7.31,22.56,109.79,109.44,921000000,1798000000,N/A,877000000,7046419968,0.75,96.44,Consumer Defensive,Packaged Foods,United States,USD,NYQ,False,Yacktman Asset Management
INN,"Summit Hotel Properties, Inc.",Dataroma,1,Reduce,N/A,-44.272728,0.58894664,N/A,6.96,3.57,36.41,30.03,4.87,4.87,45323000,1446804992,N/A,1401481992,529898752,3.69,95.76,Real Estate,REIT - Hotel & Motel,United States,USD,NYQ,False,Sarah Ketterer
INSM,Insmed Incorporated,Dataroma,1,Reduce,N/A,-50.390617,39.820145,N/A,212.75,60.4,193.25,16.75,177.12,174.04,1679986048,740134976,N/A,-939851072,37774995456,0.56,1.02,Healthcare,Biotechnology,United States,USD,NMS,False,Lee Ainslie
INTU,Intuit Inc.,Dataroma,10,Buy,43.29161,23.845776,9.073036,N/A,813.7,532.65,18.18,22.64,629.46,662.42,N/A,N/A,N/A,N/A,175241674752,2.36,90.53,Technology,Software - Application,United States,USD,NMS,False,"Lee Ainslie, Viking Global Investors, Valley Forge Capital Management, Terry Smith, Dennis Hong, AKO Capital, Lindsell Train, Polen Capital Management, Jensen Investment Management, David Katz"
IONS,"Ionis Pharmaceuticals, Inc.",Dataroma,1,Hold,N/A,-34.5484,20.774445,N/A,83.61,23.95,232.65,4.71,79.67,79.11,2243427072,2059475968,N/A,-183951104,12904500224,0.62,1.07,Healthcare,Biotechnology,United States,USD,NMS,False,Tweedy Browne Co.
IP,International Paper Company,Dataroma,1,Add,N/A,18.312101,1.2269845,N/A,60.15,35.56,13.19,33.08,40.25,39.39,995000000,10645999616,N/A,9650999616,21253541888,0.33,1.06,Consumer Cyclical,Packaging & Containers,United States,USD,NYQ,False,Harry Burn
IPG-OLD,IPG-OLD,Dataroma,1,Hold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,John Rogers
IPGP,IPG Photonics Corporation,Dataroma,1,Add,136.07272,48.552315,1.4976386,N/A,92.21,48.59,54.02,18.84,74.84,71.6,870385024,17363000,N/A,-853022024,3159738624,41.48,71.05,Technology,Semiconductor Equipment & Materials,United States,USD,NMS,False,First Eagle Investment Management
IPI,"Intrepid Potash, Inc.",Dataroma,1,Reduce,N/A,266.27664,0.7542833,N/A,39.01,20.86,35.28,27.66,28.22,27.73,77207000,3711000,N/A,-73496000,378908000,19.05,62.73,Basic Materials,Agricultural Inputs,United States,USD,NYQ,False,First Eagle Investment Management
IQV,IQVIA Holdings Inc.,Dataroma,4,Add,30.957417,17.41837,6.2306814,N/A,234.3,134.65,67.37,3.81,225.37,225.41,1972000000,15239999488,N/A,13267999488,38380511232,0.97,1.01,Healthcare,Diagnostics & Research,United States,USD,NYQ,False,"Bill Nygren, David Tepper, Thomas Gayner, William Von Mueffling"
IR,Ingersoll Rand Inc.,Dataroma,1,Add,59.081482,22.300571,3.1131928,N/A,95.85,65.61,21.57,16.79,79.76,79.22,1192800000,4852299776,N/A,3659499776,31700813824,0.26,1.05,Industrials,Specialty Industrial Machinery,United States,USD,NYQ,False,Sarah Ketterer
IRMD,IRADIMED CORPORATION,Dataroma,1,Add,57.878788,45.047173,12.352865,N/A,98.53,47.478,101.15,3.08,95.5,97.28,56526152,0,N/A,-56526152,1214870400,36.79,57.83,Healthcare,Medical Devices,United States,USD,NGM,False,Polen Capital Management
IRS,IRSA Inversiones y Representaciones Sociedad Anónima,Dataroma,1,Reduce,3.892272,114.6207,10.032203,N/A,17.21,10.61,56.64,3.43,16.62,16.54,92343001088,699742027776,N/A,607399026688,1397244672,0.0,17.41,Real Estate,Real Estate Services,Argentina,USD,NYQ,False,Polen Capital Management
IT,"Gartner, Inc.",Dataroma,2,Add,20.701311,17.605598,31.053322,N/A,584.01,222.54,6.51,59.41,237.03,252.28,1430729984,2850041088,N/A,1419311104,17951653888,3.28,1.08,Technology,Information Technology Services,United States,USD,NYQ,False,"Polen Capital Management, Wallace Weitz"
ITB,iShares U.S. Home Construction ETF,Dataroma,1,Add,13.613112,N/A,N/A,N/A,118.0,82.71,17.87,17.38,97.49,96.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,USD,BTS,False,Francois Rochon
ITGR,Integer Holdings Corporation,Dataroma,1,Reduce,31.596706,12.195451,1.5409316,N/A,146.36,62.0,23.84,47.54,76.78,78.43,58944000,1311154048,N/A,1252210048,2690250240,1.23,1.14,Healthcare,Medical Devices,United States,USD,NYQ,False,Viking Global Investors
ITIC,Investors Title Company,Dataroma,2,Reduce,12.985783,N/A,1.6746802,N/A,288.98,190.2,29.65,14.67,246.6,249.64,110844000,7624000,N/A,-103220000,465475744,25.35,55.56,Financial Services,Insurance - Specialty,United States,USD,NMS,False,"Third Avenue Management, Thomas Gayner"
ITRN,Ituran Location and Control Ltd.,Dataroma,2,Buy,14.919299,13.123457,3.9891171,N/A,45.43,30.06,41.45,6.41,42.52,43.01,93074000,4852000,N/A,-88222000,845875008,19.71,62.94,Technology,Scientific & Technical Instruments,Israel,USD,NMS,False,"Bill Miller, Sarah Ketterer"
ITUB,Itaú Unibanco Holding S.A.,Dataroma,1,Add,10.041666,8.82633,2.053496,N/A,7.893204,4.39541,64.49,8.4,7.23,7.16,482389000192,1060821008384,N/A,578432008192,79721766912,0.0,28.46,Financial Services,Banks - Regional,Brazil,USD,NYQ,False,Howard Marks
ITW,Illinois Tool Works Inc.,Dataroma,1,Hold,24.2233,22.082499,22.56285,N/A,278.13,214.66,16.23,10.29,249.5,246.3,924000000,8942000128,N/A,8018000128,72729247744,0.34,85.02,Industrials,Specialty Industrial Machinery,United States,USD,NYQ,False,Thomas Gayner
IVE,iShares S&P 500 Value ETF,Dataroma,1,Reduce,22.21209,N/A,1.4632016,N/A,214.9,165.45,28.6,0.99,212.77,212.07,N/A,N/A,N/A,N/A,28287772672,N/A,N/A,N/A,N/A,N/A,USD,PCX,False,Christopher Davis
IVV,iShares Core S&P 500 ETF,Dataroma,1,Add,27.535707,N/A,1.5925205,N/A,694.7,484.0,41.77,1.22,686.19,684.94,N/A,N/A,N/A,N/A,426501406720,N/A,N/A,N/A,N/A,N/A,USD,PCX,False,David Katz
IVVD,"Invivyd, Inc.",Dataroma,1,Add,N/A,-18.518518,5.760369,N/A,3.07,0.355,604.23,18.57,2.5,2.47,84967000,2677000,N/A,-82290000,582807104,11.48,73.98,Healthcare,Biotechnology,United States,USD,NGM,False,Lee Ainslie
IVZ,Invesco Ltd.,Dataroma,2,Reduce,18.32653,10.721322,1.0905559,N/A,27.48,11.6,132.24,1.97,26.94,26.27,973100032,1624600064,N/A,651500032,12014264320,0.65,95.23,Financial Services,Asset Management,United States,USD,NYQ,False,"Nelson Peltz, Robert Olstein"
IWB,iShares Russell 1000 ETF,Dataroma,1,Add,27.02639,N/A,1.5483537,N/A,378.86,264.17,41.7,1.2,374.33,373.44,N/A,N/A,N/A,N/A,46884831232,N/A,N/A,N/A,N/A,N/A,USD,PCX,False,David Katz
IWD,iShares Russell 1000 Value ETF,Dataroma,1,Add,20.901188,N/A,1.4012798,N/A,213.53,163.19,30.03,0.62,212.2,210.34,N/A,N/A,N/A,N/A,64805879808,N/A,N/A,N/A,N/A,N/A,USD,PCX,False,David Katz
IWF,iShares Russell 1000 Growth ETF,Dataroma,3,Add,36.849888,N/A,1.9410157,N/A,493.0,308.67,52.84,4.31,471.76,473.3,N/A,N/A,N/A,N/A,133602435072,N/A,N/A,N/A,N/A,N/A,USD,PCX,False,"Polen Capital Management, Torray Funds, David Katz"
IWM,iShares Russell 2000 ETF,Dataroma,1,Reduce,18.25704,N/A,1.1375712,N/A,258.2,171.73,44.87,3.65,248.78,246.16,N/A,N/A,N/A,N/A,69919612928,N/A,N/A,N/A,N/A,N/A,USD,PCX,False,David Katz
IWN,iShares Russell 2000 Value ETF,Dataroma,1,Hold,14.684108,N/A,1.1491501,N/A,190.2,129.38,41.34,3.85,182.87,181.21,N/A,N/A,N/A,N/A,13440945152,N/A,N/A,N/A,N/A,N/A,USD,PCX,False,David Katz
IWR,iShares Russell Mid-Cap ETF,Dataroma,1,Add,21.86964,N/A,1.3164515,N/A,99.12,73.17,33.01,1.82,97.32,96.27,N/A,N/A,N/A,N/A,34027935744,N/A,N/A,N/A,N/A,N/A,USD,PCX,False,David Katz
J,Jacobs Solutions Inc.,Dataroma,1,Reduce,52.25869,16.948645,4.4269643,N/A,168.44,105.178215,28.69,19.64,135.35,132.46,1235448064,2709857024,N/A,1474408960,16072699904,0.6,90.52,Industrials,Engineering & Construction,United States,USD,NYQ,False,Daniel Loeb
JBI,"Janus International Group, Inc.",Dataroma,1,Add,19.558825,10.472442,1.6460396,N/A,10.8,5.725,16.16,38.43,6.65,6.54,178900000,609100032,N/A,430200032,923629888,4.98,1.04,Industrials,Building Products & Equipment,United States,USD,NYQ,False,First Eagle Investment Management
JBLU,JetBlue Airways Corporation,Dataroma,1,Hold,N/A,-4.3443284,0.7354591,N/A,8.31,3.34,37.43,44.77,4.59,4.55,2620999936,9422999552,N/A,6801999616,1669432320,19.32,69.83,Industrials,Airlines,United States,USD,NMS,False,Carl Icahn
JBS,JBS N.V.,Dataroma,2,Add,13.766991,8.62772,1.8040713,N/A,17.8,12.37,14.63,20.34,14.18,14.42,3558214912,23707523072,N/A,20149308160,15726445568,54.4,19.21,Consumer Defensive,Packaged Foods,Netherlands,USD,NYQ,False,"Howard Marks, Sarah Ketterer"
JBTM,JBT Marel Corporation,Dataroma,3,Add,N/A,19.48545,1.770314,N/A,157.22,90.08,67.17,4.22,150.59,150.67,114900000,1909200000,N/A,1794300000,7826368512,0.66,99.41,Industrials,Specialty Industrial Machinery,United States,USD,NYQ,False,"First Eagle Investment Management, Thomas Russo, FPA Queens Road Small Cap Value Fund"
JCI,Johnson Controls International plc,Dataroma,3,Add,46.5057,22.899305,5.7821584,N/A,123.78,68.03,79.79,1.19,122.31,119.75,379000000,11189999616,N/A,10810999616,80037888000,0.23,97.42,Industrials,Building Products & Equipment,Ireland,USD,NYQ,False,"Viking Global Investors, Christopher Davis, Dodge & Cox"
JD,"JD.com, Inc.",Dataroma,4,Add,9.713816,8.351106,1.2531652,N/A,46.445,28.21,4.68,36.42,29.53,28.7,198271991808,112088997888,N/A,-86182993920,43568742400,0.8,15.9,Consumer Cyclical,Internet Retail,China,USD,NMS,False,"Chase Coleman, David Tepper, Christopher Davis, Samantha McLemore"
JDEPY,JDE Peet's NV,Dataroma,1,Hold,26.111109,N/A,0.72040844,N/A,19.64,8.25,127.88,4.28,18.8,18.86,937000000,4896999936,N/A,3959999936,18236778496,0.0,0.0,Consumer Defensive,Packaged Foods,Netherlands,USD,PNK,False,Steven Romick
JEF,Jefferies Financial Group Inc.,Dataroma,3,Hold,22.034721,17.926554,1.2540511,N/A,82.68,39.28,61.56,23.25,63.46,61.97,54779785216,36447113216,N/A,-18332672000,13090546688,26.17,68.62,Financial Services,Capital Markets,United States,USD,NYQ,False,"Warren Buffett, Francis Chou, Steven Romick"
JELD,"JELD-WEN Holding, Inc.",Dataroma,1,Add,N/A,-8.050902,1.8590705,N/A,10.09,1.7,45.88,75.42,2.48,2.46,106676000,1370173056,N/A,1263497056,211865680,2.04,1.0,Industrials,Building Products & Equipment,United States,USD,NYQ,False,Bill Miller
JHG,Janus Henderson Group plc,Dataroma,1,Hold,14.094395,10.908899,1.5466787,N/A,49.42,28.26,69.07,3.32,47.78,47.57,2504300032,395400000,N/A,-2108900032,7380882944,0.36,94.94,Financial Services,Asset Management,United Kingdom,USD,NYQ,False,Nelson Peltz
JHX,James Hardie Industries plc,Dataroma,1,Buy,47.295452,17.488863,1.9065505,N/A,34.96,16.46,26.43,40.47,20.81,20.75,566700032,5256099840,N/A,4689399808,12062622720,0.0,36.11,Basic Materials,Building Materials,Ireland,USD,NYQ,False,Meridian Contrarian Fund
JKHY,"Jack Henry & Associates, Inc.",Dataroma,1,Add,27.104864,26.155283,5.9531364,N/A,196.0,144.12,23.75,9.01,178.35,182.48,36239000,68886000,N/A,32647000,12959839232,0.59,1.01,Technology,Information Technology Services,United States,USD,NMS,False,Torray Funds
JLL,Jones Lang LaSalle Incorporated,Dataroma,4,Reduce,25.71516,16.505579,2.2089214,N/A,347.81,194.36,72.79,3.44,335.84,336.47,428900000,3482599936,N/A,3053699936,15912512512,0.86,94.57,Real Estate,Real Estate Services,United States,USD,NYQ,False,"John Rogers, Third Avenue Management, Sarah Ketterer, Robert Olstein"
JNJ,Johnson & Johnson,Dataroma,10,Add,20.033815,17.992182,6.2934413,N/A,215.19,140.68,47.39,3.64,207.35,206.95,18562000896,45795000320,N/A,27232999424,499567362048,0.05,75.12,Healthcare,Drug Manufacturers - General,United States,USD,NYQ,False,"Charles Bobrinskoy, Prem Watsa, Jensen Investment Management, Yacktman Asset Management, Thomas Gayner, Torray Funds, Robert Olstein, Tweedy Browne Co., Mairs & Power Growth Fund, David Katz"
JOBY,"Joby Aviation, Inc.",Dataroma,1,Reduce,N/A,-18.886536,14.009756,N/A,20.95,4.96,189.52,31.46,14.36,13.2,978121984,45605000,N/A,-932516984,13093206016,35.92,37.05,Industrials,Airports & Air Services,United States,USD,NYQ,False,Polen Capital Management
JOE,The St. Joe Company,Dataroma,1,Reduce,33.22778,543.7273,4.545178,N/A,63.13,40.19,48.82,5.26,59.81,59.37,126053000,581091008,N/A,455038008,3463490560,0.32,87.44,Real Estate,Real Estate - Diversified,United States,USD,NYQ,False,Bruce Berkowitz
JOYY,JOYY Inc.,Dataroma,1,Add,N/A,11.593299,0.50104475,N/A,67.85,37.53,72.5,4.58,64.74,63.79,1251416064,34686000,N/A,-1216730064,3325235712,2.57,65.05,Communication Services,Internet Content & Information,Singapore,USD,NMS,False,Sarah Ketterer
JPM,JPMorgan Chase & Co.,Dataroma,12,Add,16.128841,15.366225,2.604736,N/A,330.86,202.16,61.0,1.63,325.48,322.22,1411027042304,1148076032000,N/A,-262951010304,894989893632,0.38,74.11,Financial Services,Banks - Diversified,United States,USD,NYQ,False,"Francois Rochon, Viking Global Investors, Glenn Greenberg, Kahn Brothers Group, Thomas Russo, Christopher Davis, Greenhaven Associates, Thomas Gayner, Samantha McLemore, Torray Funds, Mairs & Power Growth Fund, David Katz"
JSG.L,Johnson Service Group PLC,Dataroma,1,Add,14.733334,9.376989,185.97476,N/A,160.2,118.6,11.8,17.23,132.6,135.0,11500000,156500000,N/A,145000000,503053440,1.74,86.56,Industrials,Specialty Business Services,United Kingdom,GBp,LSE,True,Tweedy Browne Co.
JXN,Jackson Financial Inc.,Dataroma,1,Reduce,15.02937,4.272254,0.7573312,N/A,109.16,64.701,66.09,1.56,107.46,106.65,4792000000,5680000000,N/A,888000000,7484745216,1.73,94.49,Financial Services,Insurance - Life,United States,USD,NYQ,False,Bill Miller
K-OLD,K-OLD,Dataroma,1,Reduce,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,Jensen Investment Management
KALU,Kaiser Aluminum Corporation,Dataroma,2,Add,23.313955,16.483698,2.395985,N/A,120.43,46.81,157.0,0.11,120.3,114.86,17200000,1073400000,N/A,1056200000,1949612544,1.49,97.59,Basic Materials,Aluminum,United States,USD,NMS,False,"Third Avenue Management, First Eagle Investment Management"
KAR,"OPENLANE, Inc.",Dataroma,1,Reduce,35.49425,21.623287,2.3041337,N/A,31.16,17.08,80.8,0.9,30.88,30.77,119300000,1887500032,N/A,1768200032,3282656256,1.87,1.03,Consumer Cyclical,Auto & Truck Dealerships,United States,USD,NYQ,False,Polen Capital Management
KARO,Karooooo Ltd.,Dataroma,1,Reduce,23.025772,19.252998,7.6407065,N/A,63.36,35.88,24.5,29.5,44.67,45.5,420819008,654979968,N/A,234160960,1380003712,79.05,16.64,Technology,Software - Application,Singapore,USD,NCM,False,Polen Capital Management
KBR,"KBR, Inc.",Dataroma,1,Hold,12.699059,9.864968,3.5137477,N/A,60.98,39.52,2.51,33.57,40.51,40.2,552000000,2852000000,N/A,2300000000,5219374080,1.2,1.02,Industrials,Engineering & Construction,United States,USD,NYQ,False,Leon Cooperman
KD,"Kyndryl Holdings, Inc.",Dataroma,2,Buy,14.906432,7.3836546,4.7653766,N/A,44.2,23.28,9.49,42.33,25.49,26.56,1331000064,4025999872,N/A,2694999808,5891859456,1.34,84.91,Technology,Information Technology Services,United States,USD,NYQ,False,"David Einhorn, Harry Burn"
KDP,Keurig Dr Pepper Inc.,Dataroma,2,Buy,23.905172,12.770386,1.487661,N/A,36.12,25.03,10.79,23.23,27.73,27.78,516000000,18630000640,N/A,18114000640,37673508864,4.96,93.91,Consumer Defensive,Beverages - Non-Alcoholic,United States,USD,NMS,False,"Bill Nygren, Lee Ainslie"
KEMIRA-HE,KEMIRA-HE,Dataroma,1,Hold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,Tweedy Browne Co.
KEP,Korea Electric Power Corporation,Dataroma,1,Reduce,3.7438204,2.7784588,0.33199158,N/A,18.29,6.82,144.28,8.91,16.66,16.5,7388811231232,133663853379584,N/A,126275042148352,21390243840,0.0,1.77,Utilities,Utilities - Regulated Electric,South Korea,USD,NYQ,False,Sarah Ketterer
KEY,KeyCorp,Dataroma,1,Buy,25.901234,11.736603,1.3265048,N/A,21.25,12.73,64.81,1.27,20.98,20.64,3140000000,12903000064,N/A,9763000064,22929451008,0.28,91.87,Financial Services,Banks - Regional,United States,USD,NYQ,False,David Tepper
KEYS,"Keysight Technologies, Inc.",Dataroma,3,Add,41.153385,22.289955,6.0163665,N/A,214.58,121.43,70.13,3.72,206.59,203.19,1872999936,2777999872,N/A,904999936,35495698432,0.58,92.6,Technology,Scientific & Technical Instruments,United States,USD,NYQ,False,"John Rogers, Francois Rochon, Jensen Investment Management"
